title,genre,country,production_company,runtime,release_date,overview,tagline,budget,revenue,popularity,vote_average,vote_count,poster_path,tmdb_id,imdb_id
Gigli,Drama,United States of America,City Light Films,121,8/1/03,"Gigli is ordered to kidnap the psychologically challenged younger brother of a powerful federal prosecutor. When plans go awry, Gigli's boss sends in Ricki, a gorgeous free-spirited female gangster who has her own set of orders to assist with the kidnapping. But Gigli begins falling for the decidedly unavailable Ricki, which could be a hazard to his occupation.",Life doesn't play by the rules.,54000000,7266209,11.415316,3.5,105,/hy4HOGwrWc8et7jUJFzE9getbsp.jpg,8046,tt0299930
Lone Survivor,Action,United States of America,Universal Pictures,121,12/24/13,"Based on the failed June 28, 2005 mission ""Operation Red Wing."" Four members of SEAL Team 10, were tasked with the mission to capture or kill notorious Taliban leader, Ahmad Shah. Only one member of the team survived.",Based on True Acts of Courage,40000000,149295601,10.855502,7.4,1549,/c7Sqof18FgkoNcA0r5BFUcPLER1.jpg,193756,tt1091191
Black or White,Drama,United States of America,Treehouse Pictures,121,9/6/14,"A grieving widower is drawn into a custody battle over his granddaughter, whom he helped raise her entire life.",There's more to family than what you see.,9000000,21571189,10.763583,6.5,119,/4N5jbTrGEb0BOtb2DfDqQquWtTx.jpg,253331,tt2883434
Everest,Adventure,Iceland,Universal Pictures,121,9/10/15,"Inspired by the incredible events surrounding a treacherous attempt to reach the summit of the world's highest mountain, ""Everest"" documents the awe-inspiring journey of two different expeditions challenged beyond their limits by one of the fiercest snowstorms ever encountered by mankind. Their mettle tested by the harshest of elements found on the planet, the climbers will face nearly impossible obstacles as a lifelong obsession becomes a breathtaking struggle for survival.",The Storm Awaits.,55000000,203427584,10.758754,6.7,1805,/t3ELL46AnqjS9djz1vEVh4MpKv0.jpg,253412,tt2719848
Tears of the Sun,Action,United States of America,Columbia Pictures,121,3/7/03,"Navy SEAL Lieutenant A.K. Waters and his elite squadron of tactical specialists are forced to choose between their duty and their humanity, between following orders by ignoring the conflict that surrounds them, or finding the courage to follow their conscience and protect a group of innocent refugees. When the democratic government of Nigeria collapses and the country is taken over by a ruthless military dictator, Waters, a fiercely loyal and hardened veteran is dispatched on a routine mission to retrieve a Doctors Without Borders physician.",He was trained to follow orders. He became a hero by defying them.,70000000,85632458,10.614987,6.4,582,/qEe7aE4PgZCwnVoxKe7YsTm3Smh.jpg,9567,tt0314353
A Most Wanted Man,Thriller,United Kingdom,Senator Film Produktion,121,7/25/14,"When a half-Chechen, half-Russian, tortured half-to-death immigrant turns up in Hamburg's Islamic community, laying claim to his father's ill gotten fortune, both German and US security agencies take a close interest: as the clock ticks down and the stakes rise, the race is on to establish this most wanted man's true identity - oppressed victim or destruction-bent extremist?",,15000000,31554855,10.432407,6.5,545,/iSMTe79efcxgI5jSFBAg6GjxEPs.jpg,157849,tt1972571
Hotel Rwanda,Drama,Canada,Lions Gate Films,121,9/11/04,"Inspired by true events, this film takes place in Rwanda in the 1990s when more than a million Tutsis were killed in a genocide that went mostly unnoticed by the rest of the world. Hotel owner Paul Rusesabagina houses over a thousand refuges in his hotel in attempt to save their lives.","When the world closed its eyes, he opened his arms.",17500000,38000000,10.262332,7.5,805,/ux6TRpqIOv6h8VJAiDVQBy2LBBH.jpg,205,tt0395169
Knowing,Action,United Kingdom,Summit Entertainment,121,3/19/09,A teacher opens a time capsule that has been dug up at his son's elementary school; in it are some chilling predictions -- some that have already occurred and others that are about to -- that lead him to believe his family plays a role in the events that are about to unfold.,Knowing is everything...,50000000,155446362,9.806904,5.9,1528,/5XnNteYoOQ727JoZqyVcENT28Dv.jpg,13811,tt0448011
Constantine,Drama,Germany,Village Roadshow Pictures,121,2/8/05,"John Constantine has literally been to Hell and back. When he teams up with a policewoman to solve the mysterious suicide of her twin sister, their investigation takes them through the world of demons and angels that exists beneath the landscape of contemporary Los Angeles.","Hell Wants Him, Heaven Won't Take Him, Earth Needs Him.",100000000,230884728,9.615691,6.6,1837,/qYTerimWp1t1zSEKknn9mByhwbX.jpg,561,tt0360486
The Last King of Scotland,Drama,United Kingdom,Fox Searchlight Pictures,121,9/1/06,"Young Scottish doctor, Nicholas Garrigan decides it's time for an adventure after he finishes his formal education, so he decides to try his luck in Uganda, and arrives during the downfall of President Obote. General Idi Amin comes to power and asks Garrigan to become his personal doctor.",Charming. Magnetic. Murderous.,6000000,48027970,9.424157,7.4,568,/rgJa3DRf8L2EnYKr5ZRMpuQn0s2.jpg,1523,tt0455590
The Three Burials of Melquiades Estrada,Adventure,United States of America,The Javelina Film Company,121,11/17/05,"When brash Texas border officer Mike Norton (Barry Pepper) wrongfully kills and buries the friend and ranch hand of Pete Perkins (Tommy Lee Jones), the latter is reminded of a promise he made to bury his friend, Melquiades Estrada (Julio Cesar Cedillo), in his Mexican home town. He kidnaps Norton and exhumes Estrada's corpse, and the odd caravan sets out on horseback for Mexico. As Estrada's body begins to rot, Norton begins to unravel, but Perkins remains determined to honor his vow.",Nobody is beyond redemption.,15000000,12036149,9.117934,7,180,/58Ovm2pmo5DLumSfcm2jScJtdw.jpg,8053,tt0419294
It's Complicated,Comedy,United States of America,Universal Pictures,121,12/23/09,"Ten years after their divorce, Jane and Jake Adler unite for their son's college graduation and unexpectedly end up sleeping together. But Jake is married, and Jane is embarking on a new romance with her architect. Now, she has to sort out her life – just when she thought she had it all figured out.",First comes marriage. Then comes divorce. And then...,85000000,219103655,9.083133,6.2,370,/foHRwmVZG7m0XMDq15wRuNoKca6.jpg,22897,tt1230414
Chocolat,Comedy,United Kingdom,Miramax Films,121,12/14/00,"A fable of emotional liberation and chocolate. A mother and daughter move to a small French town where they open a chocolate shop. The town, religious and morally strict, is against them as they represent free-thinking and indulgence. When a group of Boat Gypsies float down the river the prejudices of the Mayor leads to a crisis.",...and the world is still indulging!,25000000,152500343,8.9256,6.8,979,/qVKYduwLJ5HjbeVVYqYPSAhWQqh.jpg,392,tt0241303
Valkyrie,Drama,Germany,United Artists,121,12/25/08,"Wounded in Africa during World War II, Nazi Col. Claus von Stauffenberg returns to his native Germany and joins the Resistance in a daring plan to create a shadow government and assassinate Adolf Hitler. When events unfold so that he becomes a central player, he finds himself tasked with both leading the coup and personally killing the Führer.",Many saw evil. They dared to stop it.,75000000,200276000,8.635464,6.7,1195,/54GgkO63zZyJJb5Fk2CKvNIoUvr.jpg,2253,tt0985699
Control,Drama,Japan,Becker International,121,9/26/07,"Control is the biography of Joy Division lead singer Ian Curtis, taking his story from schoolboy days of 1973 to his suicide on the eve of the band's first American tour in 1980.",,0,8159508,8.00969,7.5,206,/q54OkEgpHTVJINgeZToRMIORWcw.jpg,5708,tt0421082
Blindness,Drama,Brazil,Rhombus Media,121,5/14/08,"When a sudden plague of blindness devastates a city, a small group of the afflicted band together to triumphantly overcome the horrific conditions of their imposed quarantine.",,25000000,19844979,7.462378,6.4,393,/4TNIXa2GmF5Dx0oPWdN4LULXye8.jpg,8338,tt0861689
August: Osage County,Comedy,United States of America,Jean Doumanian Productions,121,12/26/13,"A look at the lives of the strong-willed women of the Weston family, whose paths have diverged until a family crisis brings them back to the Midwest house they grew up in, and to the dysfunctional woman who raised them.",Misery loves family,25000000,74188937,6.954296,6.9,497,/hkG0j7bfSBGB6NpPtYwW7zH0fU5.jpg,152737,tt1322269
The Black Dahlia,Drama,France,Universal Pictures,121,9/15/06,"Lee Blanchard and Bucky Bleichert are former boxers-turned-cops in 1940s Los Angeles and, when an aspiring young actress turns up dead, Blanchard and Bleichert must grapple with corruption, narcissism, stag films and family madness as they pursue the killer.",Inspired by the most notorious unsolved murder in California history.,50000000,49111202,6.506572,5.7,292,/t56f2c0KaBED6tpyrHPKzZJ9NaX.jpg,9676,tt0387877
Truth,Drama,United States of America,Echo Lake Entertainment,121,9/12/15,A behind-the-scenes look at news anchor Dan Rather during his final days at C.B.S. News when he broadcast a damaging report about how President Bush relied on privilege and family connections to avoid fighting in the Vietnam War.,,9600000,2541554,6.133745,6.5,165,/hoo3H8jL6mQNMPIRvUlNXWDFORS.jpg,300693,tt3859076
How Do You Know,Comedy,United States of America,Columbia Pictures,121,12/17/10,"After being cut from the USA softball team and feeling a bit past her prime, Lisa finds herself evaluating her life and in the middle of a love triangle, as a corporate guy in crisis competes with her current, baseball-playing beau.",How do you know it's love?,120000000,48668907,5.458387,4.9,229,/5gwKI65TnSAT9PI2iFWZXpmTZ3C.jpg,42888,tt1341188
The Company You Keep,Drama,Canada,Wildwood Enterprises,121,9/6/12,A former Weather Underground activist goes on the run from a journalist who discovers his identity.,The greatest manhunt in history.,0,19633027,5.367502,5.9,261,/8tP3MK8A5Qah2bMHcXB6E7QF1aN.jpg,87496,tt1381404
Hannibal Rising,Crime,United Kingdom,Ingenious Film Partners,121,2/6/07,"The story of the early, murderous roots of the cannibalistic killer, Hannibal Lecter – from his hard-scrabble Lithuanian childhood, where he witnesses the repulsive lengths to which hungry soldiers will go to satiate themselves, through his sojourn in France, where as a med student he hones his appetite for the kill.",It started with revenge.,50000000,82169884,2.159558,6,666,/k1QRG9qZzuuJe4JTTpe4jlnQ5tt.jpg,1248,tt0367959
Chappie,Crime,Mexico,Columbia Pictures,120,3/4/15,"Every child comes into the world full of promise, and none more so than Chappie: he is gifted, special, a prodigy. Like any child, Chappie will come under the influence of his surroundings—some good, some bad—and he will rely on his heart and soul to find his way in the world and become his own man. But there's one thing that makes Chappie different from any one else: he is a robot.",I am consciousness. I am alive. I am Chappie.,49000000,104399548,30.206365,6.6,3124,/saF3HtAduvrP9ytXDxSnQJP3oqx.jpg,198184,tt1823672
Mad Max: Fury Road,Action,Australia,Village Roadshow Pictures,120,5/13/15,"An apocalyptic story set in the furthest reaches of our planet, in a stark desert landscape where humanity is broken, and most everyone is crazed fighting for the necessities of life. Within this world exist two rebels on the run who just might be able to restore order. There's Max, a man of action and a man of few words, who seeks peace of mind following the loss of his wife and child in the aftermath of the chaos. And Furiosa, a woman of action and a woman who believes her path to survival may be achieved if she can make it across the desert back to her childhood homeland.",What a Lovely Day.,150000000,378858340,29.36178,7.3,9629,/kqjL17yufvn9OVLyXYpvtyrFfak.jpg,76341,tt1392190
The Big Sick,Comedy,United States of America,FilmNation Entertainment,120,6/23/17,"Pakistan-born comedian Kumail Nanjiani and grad student Emily Gardner fall in love but struggle as their cultures clash. When Emily contracts a mysterious illness, Kumail finds himself forced to face her feisty parents, his family's expectations, and his true feelings.",An awkward true story.,0,52620184,23.424794,7.7,249,/9fJTT8pBxxQsFILJHTtHhdYFr77.jpg,416477,tt5462602
The BFG,Adventure,India,Walt Disney Pictures,120,6/1/16,"The BFG is no ordinary bone-crunching giant. He is far too nice and jumbly. It's lucky for Sophie that he is. Had she been carried off in the middle of the night by the Bloodbottler, or any of the other giants—rather than the BFG—she would have soon become breakfast. When Sophie hears that the giants are flush-bunking off to England to swollomp a few nice little chiddlers, she decides she must stop them once and for all. And the BFG is going to help her!",The world is more giant than you can imagine.,140000000,183345589,18.769476,6,1026,/xMvzfhXZdfeLBZZUIQRB4vw1EtA.jpg,267935,tt3691740
Independence Day: Resurgence,Action,United States of America,Twentieth Century Fox Film Corporation,120,6/22/16,"We always knew they were coming back. Using recovered alien technology, the nations of Earth have collaborated on an immense defense program to protect the planet. But nothing can prepare us for the aliens’ advanced and unprecedented force. Only the ingenuity of a few brave men and women can bring our world back from the brink of extinction.",We had twenty years to prepare. So did they.,165000000,389681935,16.993841,4.9,2550,/5CHJs479xWnm3zMDOl94VkKS7MZ.jpg,47933,tt1628841
The Social Network,Drama,United States of America,Columbia Pictures,120,9/30/10,"On a fall night in 2003, Harvard undergrad and computer programming genius Mark Zuckerberg sits down at his computer and heatedly begins working on a new idea. In a fury of blogging and programming, what begins in his dorm room as a small site among friends soon becomes a global social network and a revolution in communication. A mere six years and 500 million friends later, Mark Zuckerberg is the youngest billionaire in history... but for this entrepreneur, success leads to both personal and legal complications.",You don't get to 500 million friends without making a few enemies.,40000000,224920315,16.972995,7.1,3492,/ok5Wh8385Kgblq9MSU4VGvazeMH.jpg,37799,tt1285016
Gold,Thriller,United States of America,Living Films,120,12/22/16,"Kenny Wells, a modern-day prospector, hustler, and dreamer, is desperate for a lucky break. Left with few options, Wells teams up with an equally luckless geologist to execute a grandiose, last-ditch effort: to find gold deep in the uncharted jungle of Indonesia.",Prove 'em all wrong,20000000,7227038,16.01076,6.6,403,/d6AipVF4SDYqxGeivfs3yzsNUs7.jpg,334524,tt1800302
Mr. & Mrs. Smith,Action,United States of America,Weed Road Pictures,120,6/7/05,"After five (or six) years of vanilla-wedded bliss, ordinary suburbanites John and Jane Smith are stuck in a huge rut. Unbeknownst to each other, they are both coolly lethal, highly-paid assassins working for rival organisations. When they discover they're each other's next target, their secret lives collide in a spicy, explosive mix of wicked comedy, pent-up passion, nonstop action and high-tech weaponry.",Smart and sexy.,110000000,478207520,15.724373,6.5,3048,/dqs5BmwSULtB28Kls3IB6khTQwp.jpg,787,tt0356910
The Bourne Legacy,Action,United States of America,Universal Pictures,120,8/8/12,"New CIA operative, Aaron Cross experiences life-or-death stakes that have been triggered by the previous actions of Jason Bourne.",There Was Never Just One,130000000,276572938,14.89499,6,2683,/AnKnLsybNhnibvA3mba1ct9Nnb6.jpg,49040,tt1194173
Argo,Drama,United States of America,GK Films,120,10/11/12,"As the Iranian revolution reaches a boiling point, a CIA 'exfiltration' specialist concocts a risky plan to free six Americans who have found shelter at the home of the Canadian ambassador.",The movie was fake. The mission was real.,44500000,232324128,14.238234,7.1,3473,/oai3xLBQHpIh18VJdRCcL7D0Yg0.jpg,68734,tt1024648
Eight Below,Adventure,United States of America,Walt Disney Pictures,120,2/17/06,"In the Antarctic, after an expedition with Dr. Davis McClaren, the sled dog trainer Jerry Shepherd has to leave the polar base with his colleagues due to the proximity of a heavy snow storm. He ties his dogs to be rescued after, but the mission is called-off and the dogs are left alone at their own fortune. For six months, Jerry tries to find a sponsor for a rescue mission.","The Most Amazing Story Of Survival, Friendship, And Adventure Ever Told.",40000000,120455994,13.876881,6.7,553,/b25TensrtHJNGeYFFtI86GMO27a.jpg,9036,tt0397313
Rendition,Drama,United States of America,Anonymous Content,120,9/7/07,"When an Egyptian terrorism suspect ""disappears"" on a flight from Africa to Washington DC, his American wife and a CIA analyst find themselves caught up in a struggle to secure his release from a secret detention facility somewhere outside the US.",What if someone you love...just disappeared?,27500000,24748670,13.482558,6.2,207,/5Jo3BL2DNWw2yLEaVQSCLT2zGGW.jpg,5125,tt0804522
Collateral,Drama,United States of America,Paramount Pictures,120,8/4/04,Cab driver Max picks up a man who offers him $600 to drive him around. But the promise of easy money sours when Max realizes his fare is an assassin.,It started like any other night.,65000000,217764291,13.455112,7,1476,/fmkv2eRuYCTq7A5jzMBNgoNe1vA.jpg,1538,tt0369339
Spy,Action,United States of America,Twentieth Century Fox Film Corporation,120,5/6/15,"A desk-bound CIA analyst volunteers to go undercover to infiltrate the world of a deadly arms dealer, and prevent diabolical global disaster.",One of the guys. One of the Spies.,65000000,235666219,13.257467,6.9,2590,/xaOq0BnMHl445iZ4B7szBzaWgjS.jpg,238713,tt3079380
A Bigger Splash,Crime,France,StudioCanal,120,11/26/15,"An American couple, Paul and Marianne, spend their vacation in Italy and experiences trouble when the wife invites a former lover and his teenage daughter to visit, which leads to jealousy and dangerous sexual scenarios.",,0,1982505,12.945544,6,158,/uMJhOiPpSuDFbJc5z6c8hD9h8CQ.jpg,324807,tt2056771
Escobar: Paradise Lost,Thriller,Belgium,Nexus Factory,120,10/11/14,"For Pablo Escobar family is everything. When young surfer Nick falls for Escobar's niece, Maria, he finds his life on the line when he's pulled into the dangerous world of the family business.",Welcome to the family,17000000,3758328,12.543659,6.1,281,/4e1q2uZ4GB89n9iJa9lRx4mv37W.jpg,255343,tt2515030
K-PAX,Drama,Germany,Intermedia Films,120,10/22/01,"Prot is a patient at a mental hospital who claims to be from a far away Planet. His psychiatrist tries to help him, only to begin to doubt his own explanations.",Change the way you look at the world.,48000000,50315140,12.400152,7.1,710,/pCZxl9Si7i46nduSqUSzFdHYiEO.jpg,167,tt0272152
15 Minutes,Action,Germany,New Line Cinema,120,3/1/01,"When Eastern European criminals Oleg and Emil come to New York City to pick up their share of a heist score, Oleg steals a video camera and starts filming their activities, both legal and illegal. When they learn how the American media circus can make a remorseless killer look like the victim and make them rich, they target media-savvy NYPD Homicide Detective Eddie Flemming and media-naive FDNY Fire Marshal Jordy Warsaw, the cops investigating their murder and torching of their former criminal partner, filming everything to sell to the local tabloid TV show ""Top Story.""",America Likes to Watch,60000000,56359980,12.149946,5.7,194,/qqqleHV8y7NLKt7isSZAvOwVPH6.jpg,2749,tt0179626
Hellboy II: The Golden Army,Adventure,Germany,Universal Pictures,120,7/11/08,"In this continuation to the adventure of the demon superhero, an evil elf breaks an ancient pact between humans and creatures, as he declares war against humanity. He is on a mission to release The Golden Army, a deadly group of fighting machines that can destroy the human race. As Hell on Earth is ready to erupt, Hellboy and his crew set out to defeat the evil prince.",Saving the world is a hell of a job.,85000000,160388063,11.928661,6.5,1555,/fFcZqnWDeQsImDAAIyAimc3SGEl.jpg,11253,tt0411477
Woman in Gold,Drama,United Kingdom,BBC Films,120,4/10/15,"Maria Altmann, an octogenarian Jewish refugee, takes on the Austrian government to recover a world famous painting of her aunt plundered by the Nazis during World War II, she believes rightfully belongs to her family. She did so not just to regain what was rightfully hers, but also to obtain some measure of justice for the death, destruction, and massive art theft perpetrated by the Nazis.",Justice is priceless.,11000000,61619773,11.61,7.3,454,/mNg0HRIhJyPgKo3NoxD3rfw061O.jpg,304357,tt2404425
Bowling for Columbine,Documentary,United States of America,Alliance Atlantis Communications,120,10/9/02,"Why do 11,000 people die in America each year at the hands of gun violence? Talking heads yelling from every TV camera blame everything from Satan to video games. But are we that much different from many other countries? What sets us apart? How have we become both the master and victim of such enormous amounts of violence? This is not a film about gun control. It is a film about the fearful heart and soul of the United States, and the 280 million Americans lucky enough to have the right to a constitutionally protected Uzi. From a look at the Columbine High School security camera tapes to the home of Oscar-winning NRA President Charlton Heston, from a young man who makes homemade napalm with The Anarchist's Cookbook to the murder of a six-year-old girl by another six-year-old, Bowling for Columbine is a journey through America, through our past, hoping to discover why our pursuit of happiness is so riddled with violence.",One nation under the gun.,4000000,35564473,11.393859,7.3,467,/eQLThQmmiCyEoGDr1MdNGYOjU0M.jpg,1430,tt0310793
Slumdog Millionaire,Drama,India,Fox Searchlight Pictures,120,5/12/08,"Jamal Malik is an impoverished Indian teen who becomes a contestant on the Hindi version of ‘Who Wants to Be a Millionaire?’ but, after he wins, he is suspected of cheating.","What does it take to find a lost love? A. Money, B. Luck, C. Smarts, D. Destiny",15000000,377910544,11.258181,7.6,2918,/9zknVczWOLhTKnT9nbX2IOCHtZn.jpg,12405,tt1010048
The Danish Girl,Drama,Germany,Pretty Pictures,120,11/27/15,"When Gerda Wegener asks her husband Einar to fill in as a portrait model, Einar discovers the person she's meant to be and begins living her life as Lili Elbe. Having realized her true self and with Gerda's love and support, Lili embarks on a groundbreaking journey as a transgender pioneer.",Find the courage to be yourself.,15000000,64191523,11.245661,7.4,1689,/seWQ6UKCrhGH0eP7dFZvmIBQtKF.jpg,306819,tt0810819
Olympus Has Fallen,Action,United States of America,Nu Image Films,120,3/20/13,"When the White House (Secret Service Code: ""Olympus"") is captured by a terrorist mastermind and the President is kidnapped, disgraced former Presidential guard Mike Banning finds himself trapped within the building. As the national security team scrambles to respond, they are forced to rely on Banning's inside knowledge to help retake the White House, save the President and avert an even bigger disaster.",When our flag falls our nation will rise.,70000000,161025640,10.978188,6.2,3010,/l542hLtKhsmOWEBFoC7Aajk0nKt.jpg,117263,tt2302755
Antwone Fisher,Drama,United States of America,Fox Searchlight Pictures,120,12/19/02,"A sailor prone to violent outbursts is sent to a naval psychiatrist for help. Refusing at first to open up, the young man eventually breaks down and reveals a horrific childhood. Through the guidance of his doctor, he confronts his painful past and begins a quest to find the family he never knew.",Antwone Fisher is at war... with himself.,12500000,23367586,10.944654,6.7,140,/exxd2ddAB1F82QBzxiHGHijltwM.jpg,13435,tt0168786
Love & Mercy,Drama,United States of America,River Road Entertainment,120,5/29/15,The life of reclusive and eccentric Beach Boys songwriter and musician Brian Wilson.,"The Life, Love and Genius of Brian Wilson",0,28641776,10.444048,7.3,246,/mLF7MACdHelANuVe0XAd0nSdWUn.jpg,271714,tt0903657
Colonia,Drama,United Kingdom,Majestic Filmproduktion,120,2/18/16,"A young woman's desperate search for her abducted boyfriend that draws her into the infamous Colonia Dignidad, a sect nobody ever escaped from.",There is no turning back,14000000,3621046,10.156891,7.4,566,/buEhROtfCEFNhjPWdJVgeVnrThj.jpg,318781,tt4005402
The Rum Diary,Drama,United States of America,FilmEngine,120,10/13/11,"Tired of the noise and madness of New York and the crushing conventions of late Eisenhower-era America, itinerant journalist Paul Kemp travels to the pristine island of Puerto Rico to write for a local San Juan newspaper run by the downtrodden editor Lotterman. Adopting the rum-soaked lifestyle of the late ‘50s version of Hemingway’s “The Lost Generation,” Paul soon becomes entangled with a very attractive American woman, Chenaults and her fiancée Sanderson, a businessman involved in shady property development deals.  It is within this world that Kemp ultimately discovers his true voice as a writer and integrity as a man.",One part outrage. One part justice. Three parts rum. Mix well.,45000000,24000000,10.110504,5.6,391,/hYtMOXjSur5QccB4pZYWbKHMDor.jpg,23514,tt0376136
Murder by Numbers,Crime,United States of America,Castle Rock Entertainment,120,4/19/02,"Tenacious homicide detective Cassie Mayweather and her still-green partner are working a murder case, attempting to profile two malevolently brilliant young men: cold, calculating killers whose dark secrets might explain their crimes.",The only flaw in their plan was her.,50000000,56714147,9.645801,6,275,/zL2aUMe2haBikOZSxmndSDD4qi.jpg,11892,tt0264935
Anthropoid,History,Czech Republic,LD Entertainment,120,8/12/16,"In December 1941, Czech soldiers Jozef Gabčík and Jan Kubiš parachute into their occupied homeland to assassinate Nazi officer Reinhard Heydrich.",Resistance has a code name,9000000,4600000,8.475983,6.9,251,/egWtIihm9ICfPRPi3LZIjLvADMF.jpg,351339,tt4190530
The 33,Drama,United States of America,Alcon Entertainment,120,8/6/15,"Based on a true story about the collapse at the mine in San Jose, Chile that  left 33 miners isolated underground for 69 days.",Hope Runs Deep,25000000,24902723,8.383246,6,386,/6QkKCZCfFQ91jjRZgHndiE2npmw.jpg,293646,tt2006295
Becoming Jane,Drama,United Kingdom,Ecosse Films,120,3/2/07,A biographical portrait of a pre-fame Jane Austen and her romance with a young Irishman.,Her own life is her greatest inspiration.,16500000,37311672,7.829737,6.9,325,/iLNBdoaKzXNhZV4qbhJPkIEfLEg.jpg,2977,tt0416508
Around the World in 80 Days,Action,Germany,Studio Babelsberg,120,6/16/04,"A bet pits a British inventor, a Chinese thief and a French artist on a worldwide adventure that they can circle the globe in 80 days.",Let your imagination soar.,110000000,72178895,7.825072,5.7,687,/2glntoCztzLkfjajsJKNOSY0vpn.jpg,10204,tt0327437
Harsh Times,Crime,United States of America,The Weinstein Company,120,9/11/05,"Jim Davis is an ex-Army Ranger who finds himself slipping back into his old life of petty crime after a job offer from the LAPD evaporates. His best friend is pressured by his girlfriend Sylvia to find a job, but Jim is more interested in hanging out and making cash from small heists, while trying to get a law enforcement job so he can marry his Mexican girlfriend.",Take A Ride To The Edge,2000000,5967038,7.659357,6.3,198,/bULoDSFMxJ0OnyrORPwT9844B9v.jpg,7873,tt0433387
Water for Elephants,Drama,United States of America,Ingenious Media,120,3/15/11,"In this captivating Depression-era melodrama, impetuous veterinary student Jacob Jankowski joins a celebrated circus as an animal caretaker but faces a wrenching dilemma when he's transfixed by angelic married performer Marlena.",Life is the most spectacular show on earth.,38000000,114156230,7.649466,6.7,879,/yL2GKiIZTnr8w3M9NkCXSdbDTxA.jpg,55787,tt1067583
Mr. Brooks,Drama,United States of America,Tig Productions,120,6/1/07,A psychological thriller about a man who is sometimes controlled by his murder-and-mayhem-loving alter ego.,The man who has everything has everything to hide.,20000000,41637263,7.423812,6.8,543,/atLwYVquG4YrGEk06tx9tJuTcN5.jpg,3432,tt0780571
Jane Eyre,Drama,United Kingdom,BBC Films,120,3/11/11,"After a bleak childhood, Jane Eyre goes out into the world to become a governess. As she lives happily in her new position at Thornfield Hall, she meet the dark, cold, and abrupt master of the house, Mr. Rochester. Jane and her employer grow close in friendship and she soon finds herself falling in love with him. Happiness seems to have found Jane at last, but could Mr. Rochester's terrible secret be about to destroy it forever?",She sought refuge... and found a place haunted by secrets.,0,34710627,7.089084,7,438,/eTEc0sXGr2zizGlccwXLlOyreE.jpg,38684,tt1229822
The Greatest Game Ever Played,Drama,United States of America,Walt Disney Pictures,120,9/30/05,"A biopic of 20-year-old Francis Ouimet who defeated his golfing idol and 1900 US Open Champion, Harry Vardon.",Based on a True Story,25000000,15431177,6.969342,6.9,112,/qn0AtESY7e5EgzYxmOZU5UeirEH.jpg,15487,tt0388980
Tideland,Fantasy,Canada,Recorded Picture Company (RPC),120,9/9/05,"Because of the actions of her irresponsible parents, a young girl is left alone on a decrepit country estate and survives inside her fantastic imagination.",The squirrels made it seem less lonely.,12000000,566611,6.796465,6.3,147,/qaBSosMooZRi7KYcnrXnB6YVBl3.jpg,11559,tt0410764
Wish I Was Here,Drama,United States of America,Double Feature Films,120,1/18/14,"Aidan Bloom, a struggling actor, father and husband, is 35 years old and still trying to find a purpose for his life. He and his wife are barely getting by financially and Aidan passes his time by fantasizing about being the great futuristic Space-Knight he'd always dreamed he'd be as a little kid. When his ailing father can no longer afford to pay for private school for his two kids and the only available public school is on its last legs, Aidan reluctantly agrees to attempt to home-school them. Through teaching them about life his way, Aidan gradually discovers some of the parts of himself he couldn't find.",Life is an occasion. Rise to it.,5500000,5483299,6.149295,6.4,304,/8b54J6gCM27QodPBoBWAcC9JHnd.jpg,231576,tt2870708
Capitalism: A Love Story,Documentary,United States of America,The Weinstein Company,120,9/6/09,"Michael Moore's Capitalism: A Love Story comes home to the issue he's been examining throughout his career: the disastrous impact of corporate dominance on the everyday lives of Americans (and by default, the rest of the world).","Ask not what your C.E.O. can do for you, but what you can do for your C.E.O.",20000000,17436509,6.032166,7,168,/zJBkIPakBXdu3cEgGqKCPHUNXVE.jpg,22074,tt1232207
The Birth of a Nation,Drama,United States of America,Phantom Four,120,9/9/16,"Nat Turner, a former slave in America, leads a liberation movement in 1831 to free African-Americans in Virgina that results in a violent retaliation from whites.",The Untold Story of Nat Turner,8500000,15861566,5.933047,6.4,181,/5TV8aL6bAD3Sd337vCtwcA23caF.jpg,339408,tt4196450
Take Shelter,Thriller,United States of America,Hydraulx,120,11/25/11,"Plagued by a series of apocalyptic visions, a young husband and father questions whether to shelter his family from a coming storm, or from himself.",,5000000,3099314,5.59686,7.1,479,/jFHe1RSju7m4EyRr7fP7QGq8QpO.jpg,64720,tt1675192
Insurgent,Adventure,United States of America,Summit Entertainment,119,3/18/15,Beatrice Prior must confront her inner demons and continue her fight against a powerful alliance which threatens to tear her society apart.,One Choice Can Destroy You,110000000,295238201,27.887186,6.2,3921,/6w1VjTPTjTaA5oNvsAg0y4H6bou.jpg,262500,tt2908446
The Bourne Identity,Action,United States of America,Universal Pictures,119,6/14/02,"Wounded to the brink of death and suffering from amnesia, Jason Bourne is rescued at sea by a fisherman. With nothing to go on but a Swiss bank account number, he starts to reconstruct his life, but finds that many people he encounters want him dead. However, Bourne realizes that he has the combat and mental skills of a world-class spy – but who does he work for?",He was the perfect weapon until he became the target.,60000000,214034224,21.040126,7.3,3640,/bXQIL36VQdzJ69lcjQR1WQzJqQR.jpg,2501,tt0258463
