title,genre,country,production_company,runtime,release_date,overview,tagline,budget,revenue,popularity,vote_average,vote_count,poster_path,tmdb_id,imdb_id
"Run, Fatboy, Run",Comedy,United Kingdom,Entertainment Films,100,9/6/07,"Five years after jilting his pregnant fiancée on their wedding day, out-of-shape Dennis decides to run a marathon to win her back.",Love. Commitment. Responsibility. There's nothing he won't run away from.,10000000,33000000,11.840495,6.2,241,/s6ehbUfScpU0408ahsxCzlUwAzG.jpg,7942,tt0425413
Shame,Drama,United Kingdom,HanWay Films,100,10/2/11,"Brandon is a New Yorker who shuns intimacy with women but feeds his desires with a compulsive addiction to sex. When his wayward younger sister moves into his apartment stirring memories of their shared painful past, Brandon's insular life spirals out of control.",,6500000,17693675,11.72049,7,897,/wo6j31YThvs8VPTv9DAI3StSoby.jpg,76025,tt1723811
A Scanner Darkly,Animation,United States of America,Thousand Words,100,5/25/06,An undercover cop in a not-too-distant future becomes involved with a dangerous new drug and begins to lose his own identity as a result.,Everything Is Not Going To Be OK,8700000,7659918,11.643026,6.8,540,/wS0QhF2RTwap84BKGr9hKHzNAMx.jpg,3509,tt0405296
The Artist,Drama,Belgium,France 3 Cinma,100,5/15/11,"Hollywood, 1927: As silent movie star George Valentin wonders if the arrival of talking pictures will cause him to fade into oblivion, he sparks with Peppy Miller, a young dancer set for a big break.",A Breath Of Fresh Vintage Air,15000000,133432856,11.440948,7.3,1075,/i0mpvMIIjyubXsVKug9vX0lYpnd.jpg,74643,tt1655442
Wild Hogs,Action,United States of America,Wild Hogs Productions,100,3/2/07,"Restless and ready for adventure, four suburban bikers leave the safety of their subdivision and head out on the open road. But complications ensue when they cross paths with an intimidating band of New Mexico bikers known as the Del Fuegos.",A lot can happen on the road to nowhere.,0,253625427,11.356011,5.7,666,/auKcnTuYtB7v1t4yLC4y29ZwyTq.jpg,11199,tt0486946
After Earth,Science Fiction,United States of America,Columbia Pictures,100,5/30/13,"One thousand years after cataclysmic events forced humanity's escape from Earth, Nova Prime has become mankind's new home. Legendary General Cypher Raige returns from an extended tour of duty to his estranged family, ready to be a father to his 13-year-old son, Kitai. When an asteroid storm damages Cypher and Kitai's craft, they crash-land on a now unfamiliar and dangerous Earth. As his father lies dying in the cockpit, Kitai must trek across the hostile terrain to recover their rescue beacon. His whole life, Kitai has wanted nothing more than to be a soldier like his father. Today, he gets his chance.","Danger is real, fear is a choice",130000000,243843127,10.747642,5,2579,/d0vReo0jcMhBjCLYZAFqWHcb7Lj.jpg,82700,tt1815862
School for Scoundrels,Comedy,United States of America,Dimension Films,100,9/29/06,"A young guy short on luck, enrolls in a class to build confidence to help win over the girl of his dreams, which becomes complicated when his teacher has the same agenda.",Life's A Game. Learn How To Play.,20000000,17807569,10.725567,5.6,112,/vI1K3XH8xLt97PZF7UrduqOBSC6.jpg,9842,tt0462519
Rock the Kasbah,Comedy,United States of America,Shangri-La Entertainment,100,10/22/15,"A washed-up music producer finds one last shot at redemption with a golden-voiced young girl in Afghanistan. However, when jealousy gets the better of a disgruntled ex-boyfriend, he decides to oppose the young star with talent of his own.",Opportunity rocks where you least expect it.,15000000,3020664,10.394389,5.2,102,/7Ljch9R3uie8lV3z1GUUHZRkvKH.jpg,253414,tt3164256
The Big Year,Comedy,United States of America,Ingenious Media,100,10/13/11,"Three fanatical bird-watchers spend an entire year competing to spot the highest number of species as El Nino sends an extraordinary variety of rare breeds flying up into the U.S., but they quickly discover that there are more important things than coming out on top of the competition",Everyone is searching for something.,41000000,7448385,10.267905,5.6,252,/kBnR6jbFRnbSQTqLEcDpKd7FxK5.jpg,73937,tt1053810
Red Riding Hood,Fantasy,Canada,Appian Way,100,3/11/11,"Valerie is in love with a brooding outsider, Peter, but her parents have arranged for her to marry another man – who is wealthy. Unwilling to lose each other, Valerie and Peter plan to run away together when they learn that Valerie's older sister has been killed by a werewolf that prowls the dark forest surrounding their village. Hungry for revenge, the people call on famed werewolf hunter, Father Solomon, to help them kill the wolf. But Solomon's arrival brings unintended consequences as he warns that the wolf, who takes human form by day, could be any one of them.",Who's afraid?,42000000,89162162,10.174298,5.7,958,/btUc7lekzeRjEFzxhKwW0l3kdJn.jpg,49730,tt1486185
Unforgettable,Drama,United States of America,DiNovi Pictures,100,4/20/17,"Julia moves in with her fiancé, David, but his ex-wife and her own haunting past join forces to rock her quiet suburban existence.",,12000000,17768012,10.159713,5.7,117,/jKyjJu3N0bcF9TzcyGLb0Nn6Uqq.jpg,418437,tt3462710
Zoolander 2,Comedy,United States of America,Scott Rudin Productions,100,2/6/16,Derek and Hansel are modelling again when an opposing company attempts to take them out from the business.,Long time no Z,50000000,55969000,10.155109,4.7,814,/u2s2WOskiEH71WbGCZehZ0shduO.jpg,329833,tt1608290
Max Payne,Action,United States of America,Dune Entertainment,100,10/15/08,"Coming together to solve a series of murders in New York City are a DEA agent whose family was slain as part of a conspiracy and an assassin out to avenge her sister's death. The duo will be hunted by the police, the mob, and a ruthless corporation.",When a Man Has Lost Everything. He Only has Revenge,35000000,85416905,10.08043,5.2,625,/7zb2UsXRhcJn0NVk0wGBD2F7ML6.jpg,13051,tt0467197
The Fog,Horror,Canada,Revolution Studios,100,10/14/05,"Trapped within an eerie mist, the residents of Antonio Bay have become the unwitting victims of a horrifying vengeance. One hundred years earlier, a ship carrying lepers was purposely lured onto the rocky coastline and sank, drowning all aboard. Now they're back – long-dead mariners who've waited a century for their revenge.",Their PAST Has Come Back To HAUNT THEM,18000000,46201432,9.929809,3.8,191,/qZ3Prt6jBvCWI08MsS9cPMM5lMi.jpg,791,tt0432291
Eastern Promises,Thriller,United Kingdom,BBC Films,100,9/14/07,A Russian teenager living in London who dies during childbirth leaves clues to a midwife in her journal that could tie her child to a rape involving a violent Russian mob family.,Every sin leaves a mark.,51500000,55112356,9.897909,7.2,867,/uQduBOXqpC4XG8qK2pMcqz1OnQY.jpg,2252,tt0765443
Homefront,Action,United States of America,Millennium Films,100,11/27/13,"Phil Broker is a former DEA agent who has gone through a crisis after his action against a biker gang went horribly wrong and it cost the life of his boss' son. He is recently widowed and is left with a 9-years-old daughter,Maddy. He decides to quit the turbulent and demanding life of thrill for Maddy's sake and retires to a small town. His daughter fights off a boy who was bullying her at school and this sets in motion a round of events that end in his direct confrontation with the local Meth drug lord. His past history with the biker gang also enters the arena, making matters more complex. But he has a mission in his mind to protect his daughter and he is ready to pay any cost that it demands.",How far would you go to protect your home?,22000000,43058898,9.896704,6.4,898,/6ymSuhG28tF2lnDxVTNibzlYzn0.jpg,204082,tt2312718
A Dog's Purpose,Comedy,United States of America,Universal Pictures,100,1/19/17,A dog goes on quest to discover his purpose in life over the course of several lifetimes with multiple owners.,Every dog happens for a reason.,22000000,194647323,9.863789,6.6,657,/3jcNvhtVQe5Neoffdic39fRactM.jpg,381289,tt1753383
About Last Night,Comedy,United States of America,"Screen Gems, Inc.",100,2/14/14,"A modern reimagining of the classic romantic comedy, this contemporary version closely follows new love for two couples as they journey from the bar to the bedroom and are eventually put to the test in the real world.",It's about compromise. It's about love. It's about a good wingman.,12500000,49002684,9.543004,6,217,/scGmWVpSt0Yaanwuxe1IvA5lZRG.jpg,222899,tt1826590
Grown Ups 2,Comedy,United States of America,Columbia Pictures,100,7/11/13,"The all-star comedy cast from Grown Ups returns (with some exciting new additions) for more summertime laughs. Lenny (Adam Sandler) has relocated his family back to the small town where he and his friends grew up. This time around, the grown ups are the ones learning lessons from their kids on a day notoriously full of surprises: the last day of school.",Just because they're a little older doesn't mean they've grown up.,80000000,246984278,9.411725,5.8,1180,/xVfzcl1fcTDA4T76enoHF80MR4n.jpg,109418,tt2191701
The Incredible Burt Wonderstone,Comedy,United States of America,New Line Cinema,100,3/14/13,"After breaking up with his longtime stage partner, a famous but jaded Vegas magician fights for relevance when a new, ""hip"" street magician appears on the scene.",Abracatastic!,30000000,27437881,9.385769,5.3,732,/5WpMIIEfRaJL2WrgQMImu4S79ME.jpg,124459,tt0790628
Bad Moms,Comedy,United States of America,STX Entertainment,100,7/28/16,"When three overworked and under-appreciated moms are pushed beyond their limits, they ditch their conventional responsibilities for a jolt of long overdue freedom, fun, and comedic self-indulgence.",Party like a mother.,20000000,183936074,9.362056,6.3,1287,/8sH6LX06JijKQehWo0iSJtbp446.jpg,376659,tt4651520
The Green Inferno,Action,Canada,Worldview Entertainment,100,9/4/14,"A group of student activists travel from New York City to the Amazon to save the rainforest.  However, once they arrive in this vast green landscape, they soon discover that they are not alone… and that no good deed goes unpunished.",Fear will eat you alive.,5000000,6833445,9.336019,5,359,/prG32jWEgiZ2N8BpBPu1G0jMiv2.jpg,171424,tt2403021
The Invitation,Thriller,United States of America,Pandastorm Pictures,100,8/5/15,"Will and his new girlfriend Kira are invited to a dinner with old friends at the house of Will’s ex Eden and her new partner David. Although the evening appears to be relaxed, Will soon gets a creeping suspicion that their charming host David is up to something.",There is nothing to be afraid of,0,231737,9.248388,6.4,486,/v5Bdti2w5sqKNPge6I9jF2YpAqF.jpg,306947,tt2400463
Happy Feet Two,Animation,Australia,Village Roadshow Pictures,100,11/17/11,"Mumble the penguin has a problem: his son Erik, who is reluctant to dance, encounters The Mighty Sven, a penguin who can fly! Things get worse for Mumble when the world is shaken by powerful forces, causing him to brings together the penguin nations and their allies to set things right.",Every step counts.,130000000,150406466,9.141045,5.8,381,/gY8lWCObaGvcDsmeM8QHBF4AZVk.jpg,65759,tt1402488
Headhunters,Thriller,Germany,Nordisk Film,100,8/4/11,An accomplished headhunter risks everything to obtain a valuable painting owned by a former mercenary..,The hunt is on.,0,15699707,9.070215,7.2,404,/5gb3C5xvFLMvDCTCvwwUNK7fuDt.jpg,70670,tt1614989
10 Years,Comedy,United States of America,Anchor Bay Films,100,9/12/11,A group of friends reunite ten years after their high-school graduation.,Who Got Fat? Who Didn't Change? Who Got Rich? Who Got Hot?,0,201146,8.881954,5.7,161,/kZq3Cq3Gh0HgW1ki5oFJwxR7Wn7.jpg,58547,tt1715873
Just Wright,Comedy,United States of America,Fox Searchlight Pictures,100,5/14/10,A physical therapist falls for the basketball player she is helping recover from a career-threatening injury.,In this game every shot counts.,0,21520719,8.870325,6,102,/mcqvNQj8WlnMbXKKBxjmDmMjHRU.jpg,38093,tt1407061
Sleeping with Other People,Comedy,United States of America,Sidney Kimmel Entertainment,100,6/26/15,"Can two serial cheaters get a second chance at love? After a one-night stand in college, New Yorkers Lainey and Jake meet by chance twelve years later and discover they each have the same problem: because of their monogamy-challenged ways, neither can maintain a relationship. Determined to stay friends despite their mutual attraction, they make a pact to keep it platonic, a deal that proves easier said than done.",A romantic comedy with commitment issues.,0,3214116,8.844452,6.2,309,/sT7WJ14n2tfU7ek9O1c0n2rVMbJ.jpg,288036,tt3165612
Hummingbird,Action,United States of America,Lionsgate,100,5/7/13,"Homeless and on the run from a military court martial, a damaged ex-special forces soldier navigating London's criminal underworld seizes an opportunity to assume another man's identity, transforming into an avenging angel in the process.",All roads don't lead to salvation.,20000000,8352885,8.801032,5.9,587,/oQTs1pOzPP8AkzSHTXSFcLEYw3F.jpg,136418,tt1893256
Salt,Action,United States of America,Columbia Pictures,100,7/21/10,"As a CIA officer, Evelyn Salt swore an oath to duty, honor and country. Her loyalty will be tested when a defector accuses her of being a Russian spy. Salt goes on the run, using all her skills and years of experience as a covert operative to elude capture. Salt's efforts to prove her innocence only serve to cast doubt on her motives, as the hunt to uncover the truth behind her identity continues and the question remains: ""Who is Salt?""",Who is Salt?,110000000,293329073,8.704455,6.2,2125,/956xMjH4sPoqimqoLOP6AI19mjm.jpg,27576,tt0944835
An Education,Drama,United Kingdom,BBC Films,100,10/29/09,"A coming-of-age story about a teenage girl in 1960s suburban London, and how her life changes with the arrival of a playboy nearly twice her age.",An education isn't always by the book.,7500000,26096852,8.593196,6.9,423,/n0mH5BgPjlMWJLWKhjtf5MDRrm9.jpg,24684,tt1174732
The DUFF,Romance,United States of America,Wonderland Sound and Vision,100,2/20/15,"Bianca's universe turns upside down when she learns that her high school refers to her as a ‘DUFF' (Designated Ugly Fat Friend). Hoping to erase that label, she enlists the help of a charming jock and her favorite teacher. Together they'll face the school's mean girl and remind everyone that we are all someone's DUFF… and that's totally fine.","You either know one, you have one, or you are one.",8500000,43528634,8.592449,6.8,1372,/dBBgPTCN5Zze4POXWVVpwf3wkra.jpg,272693,tt1666801
Ghosts of Girlfriends Past,Fantasy,United States of America,New Line Cinema,100,5/1/09,"When notorious womanizer Connor Mead attends his brother Paul's wedding, he is forced to re-evaluate his behavior as he comes face-to-face with the ghosts of girlfriends past, present, and future, along with his deceased uncle. The experience changes his attitude and allows him to reconnect with his first and only love, Jenny.",You can't always run from your past.,0,102223269,8.401493,5.6,716,/ojAN7GKwxCl2e2vSdmee43jZ6aw.jpg,12556,tt0821640
Boy A,Crime,United Kingdom,Film 4,100,10/28/07,"The story of a young ex-con Jack, newly released from serving a prison sentence for a murder he committed as a child.",,0,1200398,8.37404,7.1,155,/j4tm5o38uyLMPznF3RecfwI118R.jpg,14748,tt1078188
Jackie,Drama,Chile,Fox Searchlight Pictures,100,12/2/16,"An account of the days of First Lady, Jacqueline Kennedy, in the immediate aftermath of John F. Kennedy's assassination in 1963.",I want them to see what they have done to Jack.,9000000,13960394,8.362716,6.5,737,/iMkl2Akc1f4CSJCieVwczM4KjZR.jpg,376866,tt1619029
Get Hard,Comedy,United States of America,Gary Sanchez Productions,100,3/26/15,"When obscenely rich hedge-fund manager James is convicted of fraud and sentenced to a stretch in San Quentin, the judge gives him one month to get his affairs in order. Knowing that he won't survive more than a few minutes in prison on his own, James desperately turns to Darnell-- a black businessman who's never even had a parking ticket -- for help. As Darnell puts James through the wringer, both learn that they were wrong about many things, including each other.",An education in incarceration.,40000000,111811453,8.178015,5.9,961,/qRzUSrN4p6B7fzA5XGm4ebFg3co.jpg,257091,tt2561572
Burnt,Drama,United States of America,Double Feature Films,100,10/2/15,"Adam Jones is a Chef who destroyed his career with drugs and diva behavior. He cleans up and returns to London, determined to redeem himself by spearheading a top restaurant that can gain three Michelin stars.",Never underestimate a man with everything to lose.,20000000,36606743,8.066726,6.3,974,/nF7OxU8DyzmIy5jH6w26Jmavofh.jpg,295964,tt2503944
Sky High,Adventure,United States of America,Walt Disney Pictures,100,7/29/05,"Set in a world where superheroes are commonly known and accepted, young Will Stronghold, the son of the Commander and Jetstream, tries to find a balance between being a normal teenager and an extraordinary being.",Saving The World... One Homework Assignment At A Time.,35000000,86369815,8.061423,5.8,568,/ddskSEIu1B2PwodOzZNWB5YVQzq.jpg,11459,tt0405325
Proof,Drama,United States of America,Miramax Films,100,9/5/05,"Catherine is a woman in her late twenties who is strongly devoted to her father, Robert, a brilliant and well-known mathematician whose grip on reality is beginning to slip away. As Robert descends into madness, Catherine begins to wonder if she may have inherited her father’s mental illness along with his mathematical genius. When Robert’s work reveals a mathematical proof of potentially historic proportions, it sets off shock waves in more ways than one.",The biggest risk in life is not taking one.,20000000,7535331,7.983902,6.2,182,/epdaSTJ7sPeXrDaaRE4oefTqXqv.jpg,9777,tt0377107
Friends with Kids,Comedy,United States of America,Locomotive,100,9/9/11,"In the wake of their friends' marriages and eventual offspring, longtime pals Julie and Jason decide to have a child together without becoming a couple. By becoming ""time-share"" parents, they reason, they can experience the joys of parenthood without significantly curbing their personal freedom. However, when Julie and Jason both become involved with others, they discover that they secretly harbor romantic feelings for each other.",Love. Happiness. Kids. Pick two.,0,12186625,7.907571,5.7,175,/cADzZ9tlc4nOrUmqc3Cvokf0KcJ.jpg,80038,tt1720616
True Story,Crime,United States of America,Plan B Entertainment,100,4/17/15,"A drama centered around the relationship between journalist Michael Finkel and Christian Longo, an FBI Most Wanted List murderer who for years lived outside the U.S. under Finkel's name.",Some mysteries are beyond belief.,0,4719695,7.87202,6.2,536,/2kJCtB5FPfNH3LDYv2vINrtgCRD.jpg,245706,tt2273657
Resident Evil,Horror,France,Impact Pictures,100,3/15/02,"When a virus leaks from a top-secret facility, turning all resident researchers into ravenous zombies and their lab animals into mutated hounds from hell, the government sends in an elite military task force to contain the outbreak. Alice and Rain are charged with leading the mission. But they only have three hours before the pathogen becomes airborne and infects the world.",A secret experiment. A deadly virus. A fatal mistake.,33000000,102984862,7.781293,6.4,2100,/fttmSgLEOdBNwQepW2lC6t0mbOm.jpg,1576,tt0120804
Skyline,Science Fiction,United States of America,Rogue Pictures,100,11/11/10,"When strange lights descend on the city of Los Angeles, people are drawn outside like moths to a flame where an extraterrestrial force threatens to swallow the entire human population off the face of the Earth. Now the band of survivors must fight for their lives as the world unravels around them.",Don't look up,10000000,66821036,7.676017,4.7,516,/AdadT2HuwHkYWxbzme4QP77M6Wt.jpg,42684,tt1564585
The Perfect Guy,Drama,United States of America,Screen Gems,100,9/11/15,"After a painful breakup, Leah seems to meet the perfect guy. But she soon discovers his violent side that disrupts her life.","Trust one, fear the other.",12000000,60273173,7.607052,5.6,162,/lMsMobvpvMI2JzJBT75m45p5pLu.jpg,304372,tt3862750
Leap Year,Romance,Ireland,Universal Pictures,100,1/8/10,"When yet another anniversary passes without a marriage proposal from her boyfriend, Anna decides to take action. Aware of a Celtic tradition that allows women to pop the question on Feb. 29, she plans to follow her lover to Dublin and ask him to marry her. Fate has other plans, however, and Anna winds up on the other side of the Emerald Isle with handsome, but surly, Declan -- an Irishman who may just lead Anna down the road to true love.",Anna planned to propose to her boyfriend on February 29th. This is not her boyfriend.,19000000,29922472,7.432311,6.5,474,/9UWKpkQvZaPqpb85Or4e0PghJft.jpg,25195,tt1216492
Frailty,Drama,Germany,Cinerenta Medienbeteiligungs KG,100,11/17/01,"A man confesses to an FBI agent his family's story of how his religious fanatic father's visions lead to a series of murders to destroy supposed ""demons.""",No Soul Is Safe.,11000000,13110448,7.397953,7,338,/z5EhMVaY7lVzNjYp8rK7Y3IJ11s.jpg,12149,tt0264616
Super Troopers,Comedy,United States of America,Fox Searchlight Pictures,100,1/18/01,"Five bored, occasionally high and always ineffective Vermont state troopers must prove their worth to the governor or lose their jobs. After stumbling on a drug ring, they plan to make a bust, but a rival police force is out to steal the glory.",,3000000,18492362,7.351028,6.6,367,/b1SZHbN37wlYzCV9BqloYLHNxFA.jpg,39939,tt0247745
Winter's Bone,Drama,United States of America,Anonymous Content,100,6/11/10,"17 year-old Ree Dolly sets out to track down her father, who put their house up for his bail bond and then disappeared. If she fails, Ree and her family will be turned out into the Ozark woods. Challenging her outlaw kin's code of silence and risking her life, Ree hacks through the lies, evasions and threats offered up by her relatives and begins to piece together the truth.",Talking Just Causes Witnesses,2000000,13831503,7.27941,6.8,575,/lUFZr1hEgFbowMHzJhAKx08VMGA.jpg,39013,tt1399683
The Disappearance of Alice Creed,Crime,United Kingdom,Isle of Man Film,100,9/12/09,A rich man's daughter is held captive in an abandoned apartment by two former convicts who abducted her and hold her ransom in exchange for her father's money.,Where is Alice Creed?,800000,867714,7.271526,6.4,169,/iJT7eXt09OffD4WBOvV7eGgL3Lt.jpg,38542,tt1379177
Hope Springs,Drama,United States of America,Columbia Pictures,100,8/7/12,"After thirty years of marriage, a middle-aged couple attends an intense, week-long counseling session to work on their relationship.","Sometimes to keep the magic, you need to learn a few tricks.",30000000,114281051,7.255301,5.8,287,/A2pbFehiuTRTjneNr76dPL7cCa9.jpg,82696,tt1535438
Spy Kids 2: The Island of Lost Dreams,Action,United States of America,Dimension Films,100,8/7/02,"Exploring the further adventures of Carmen and Juni Cortez, who have now joined the family spy business as Level 2 OSS agents. Their new mission is to save the world from a mad scientist living on a volcanic island populated by an imaginative menagerie of creatures. On this bizarre island, none of the Cortez's gadgets work and they must rely on their wits--and each other--to survive and save the day.",Little Spies. Big Attitudes,38000000,119723358,7.164131,5.3,533,/tt8IpWLJYmTlATHFhsxmA1U5RDy.jpg,9488,tt0287717
Hit & Run,Action,United States of America,Primate Pictures,100,8/22/12,Former getaway driver Charlie Bronson jeopardizes his Witness Protection Plan identity in order to help his girlfriend get to Los Angeles. The feds and Charlie's former gang chase them on the road.,A Comedy That Never Takes Its Foot Off The Gas,2000000,14400000,7.148558,5.5,225,/fKlHDj9vGuapS3MKpezwlKFqz4w.jpg,109513,tt2097307
The Invention of Lying,Comedy,United States of America,Media Rights Capital,100,9/13/09,"Set in a world where the concept of lying doesn't exist, a loser changes his lot when he invents lying and uses it to get ahead.",In a world where everyone can only tell the truth... This guy can lie.,18500000,31912793,7.087161,6,523,/x2CsqtcSqGcrkpMIQCUum5JDiHg.jpg,23082,tt1058017
An Inconvenient Truth,Documentary,United States of America,Lawrence Bender Productions,100,1/24/06,A documentary on Al Gore's campaign to make the issue of global warming a recognized problem worldwide.,By far the most terrifying film you will ever see.,1000000,46243000,6.684925,6.7,257,/yhsevNFscOH8YA90vsldYwzqkQt.jpg,1781,tt0497116
Killers,Action,United States of America,Katalyst Films,100,6/4/10,"When an elite assassin marries a beautiful computer whiz after a whirlwind romance, he gives up the gun and settles down with his new bride. That is, until he learns that someone from his past has put a contract out on his life.",Perfect wife. Perfect target.,75000000,98159963,6.540621,5.7,792,/bQHs6vyYwvxYvWEIi1G9rk4qNdw.jpg,37821,tt1103153
Hotel for Dogs,Comedy,United States of America,DreamWorks SKG,100,1/16/09,"Placed in a foster home that doesn't allow pets, 16-year-old Andi and her younger brother, Bruce, turn an abandoned hotel into a home for their dog. Soon other strays arrive, and the hotel becomes a haven for every orphaned canine in town. But the kids have to do some quick thinking to keep the cops off their tails.",No stray gets turned away.,35000000,73034460,6.317992,5.7,205,/l8bidcFpDFrAUDM9QL8FdsLGgk2.jpg,15189,tt0785006
Melinda and Melinda,Comedy,United States of America,Fox Searchlight Pictures,100,10/29/04,"While dining out with friends, Sy suggests the difficulty of separating comedy from tragedy. To illustrate his point, he tells his guests two parallel stories about Melinda ; both versions have the same basic elements, but one take on her state of affairs leans toward levity, while the other is full of anguish. Each story involves Melinda coping with a recent divorce through substance abuse while beginning a romantic relationship with a close friend's husband.","Life can be a comedy or a tragedy, it all depends on how you look at it.",0,20085825,6.117784,6.3,128,/1gPOUQJMTWZpPnwd7lRkqmAR8wk.jpg,9688,tt0378947
Bernie,Comedy,United States of America,Castle Rock Entertainment,100,4/27/12,"In this true story in the tiny, rural town of Carthage, TX, assistant funeral director Bernie Tiede was one of the town's most beloved residents. Everyone loved and appreciated Bernie, and it came as no surprise when he befriended Marjorie Nugent, an affluent widow who was as well known for her sour attitude as her fortune. Until that day news came that Marjorie Nugent had been dead for some time, and Bernie Tiede was being charged with the murder.",A story so unbelievable it must be true.,5000000,9206470,5.875181,6.5,325,/yfYjg789qjxHCTTcyOqXtpoetQU.jpg,92591,tt1704573
Arbitrage,Drama,United States of America,Lionsgate,100,9/14/12,"A troubled hedge fund magnate, desperate to complete the sale of his trading empire, makes an error that forces him to turn to an unlikely person for help.",Power is the best alibi.,12000000,35485056,5.808496,6.1,300,/tn8a9qdYmUF8NMy1tmhoH4WnDXq.jpg,60599,tt1764183
The Warrior's Way,Adventure,New Zealand,Boram Entertainment Inc.,100,12/2/10,"An Asian assassin (Dong-gun Jang) is forced to hide in a small town in the American Badlands. Also starring Kate Bosworth, Danny Huston, Tony Cox and Academy Award winner Geoffrey Rush.",Assassin. Hero. Legend.,42000000,11087569,5.510805,6.3,138,/ev5Einzgi2OFxPllt81DxBnfBSu.jpg,46528,tt1032751
Super Size Me,Documentary,United States of America,Kathbur Pictures,100,1/17/04,"Morgan Spurlock subjects himself to a diet based only on McDonald's fast food three times a day for thirty days without exercising to try to prove why so many Americans are fat or obese. He submits himself to a complete check-up by three doctors, comparing his weight along the way, resulting in a scary conclusion.",The first ever reality-based movie ... everything begins and ends in 30 days!,65000,28575078,5.266103,6.6,520,/9J2cYFtYRplFnHgn8V5ntCZEHut.jpg,9372,tt0390521
Stay Alive,Horror,United States of America,Spyglass Entertainment,100,3/24/06,"After the mysterious, brutal death of an old friend, a group of teenagers find themselves in possession of ""Stay Alive,"" an ultra-realistic 3-D videogame based on the spine-chilling true story of a 17th century noblewoman, known as ""The Blood Countess."" The gamers don't know anything about the game other than they're not supposed to have it... and they're dying to play it. Not able to resist temptation, the kids begin to play the grisly game but soon make a chilling connection -- they are each being murdered one-by-one in the same way as the characters they played in the game. As the line between the game world and the real world disappears, the teens must find a way to defeat the vicious and merciless Blood Countess, all the while trying to... stay alive.",You die in the game - you die for real.,9000000,27105095,4.854551,5.3,157,/9iPpBKxpkgxHtsyGcnSlSN5KTu6.jpg,10069,tt0441796
Puncture,Drama,United States of America,Cherry Sky Films,100,9/23/11,A David and Goliath law drama about a drug-addicted lawyer who takes on a health supply corporation while battling his own personal demons.,Madman. Genius. Playboy. Friend. Fool. Lawyer.,0,68945,4.363087,6.5,119,/l97mC5sjjz1B8OL6khwbQzOb4a3.jpg,72432,tt1582248
Ip Man: The Final Fight,Action,Hong Kong,Emperor Motion Pictures,100,3/22/13,"In postwar Hong Kong, legendary Wing Chun grandmaster Ip Man is reluctantly called into action once more, when what begin as simple challenges from rival kung fu styles soon draw him into the dark and dangerous underworld of the Triads. Now, to defend life and honor, he has no choice but to fight one last time...",,0,37884,1.54105,6,131,/hMyFo7nFcAQHCJf5s52poqeAMRe.jpg,182127,tt2495118
2:22,Drama,Australia,Pandemonium,99,6/29/17,"A man's life is derailed when an ominous pattern of events repeats itself in exactly the same manner every day, ending at precisely 2:22 p.m.",,0,422,37.484577,5.5,277,/aQkXOiMi7yBR3XwDbGBzDI2Tqnq.jpg,269795,tt1131724
Annabelle,Horror,United States of America,New Line Cinema,99,10/2/14,"John Form has found the perfect gift for his expectant wife, Mia - a beautiful, rare vintage doll in a pure white wedding dress. But Mia's delight with Annabelle doesn't last long. On one horrific night, their home is invaded by members of a satanic cult, who violently attack the couple. Spilled blood and terror are not all they leave behind. The cultists have conjured an entity so malevolent that nothing they did will compare to the sinister conduit to the damned that is now... Annabelle.","Before the Conjuring, there was Annabelle.",6500000,255273813,23.242452,5.5,1588,/yAgxM61Sn0dYML4C9v3MJFp5zPI.jpg,250546,tt3322940
Hercules,Action,United States of America,Paramount Pictures,99,7/23/14,"Fourteen hundred years ago, a tormented soul walked the earth that was neither man nor god. Hercules was the powerful son of the god king Zeus, for this he received nothing but suffering his entire life. After twelve arduous labors and the loss of his family, this dark, world-weary soul turned his back on the gods finding his only solace in bloody battle. Over the years he warmed to the company of six similar souls, their only bond being their love of fighting and presence of death. These men and woman never question where they go to fight or why or whom, just how much they will be paid. Now the King of Thrace has hired these mercenaries to train his men to become the greatest army of all time. It is time for this bunch of lost souls to finally have their eyes opened to how far they have fallen when they must train an army to become as ruthless and blood thirsty as their reputation has become.","Before he was a legend, he was a man.",100000000,243400000,19.606895,5.6,1707,/jEeMN83CRI7lIEffTlgzBcUZzuN.jpg,184315,tt1267297
Drag Me to Hell,Horror,United States of America,Universal Pictures,99,3/15/09,"After denying a woman the extension she needs to keep her home, loan officer Christine Brown sees her once-promising life take a startling turn for the worse. Christine is convinced she's been cursed by a Gypsy, but her boyfriend is skeptical. Her only hope seems to lie in a psychic who claims he can help her lift the curse and keep her soul from being dragged straight to hell.","Christine Brown has a good job, a great boyfriend, and a bright future. But in three days, she's going to hell.",30000000,90810892,15.809588,6.2,995,/4trULrbj4AoPLKSiIoQUTm2tPAG.jpg,16871,tt1127180
London Has Fallen,Action,Bulgaria,Millennium Films,99,3/2/16,"In London for the Prime Minister's funeral, Mike Banning discovers a plot to assassinate all the attending world leaders.",The world's leaders have assembled. So have their enemies.,60000000,205754447,15.037993,5.8,1656,/9j2AmDhZvdwMyYKpqe4CtBkN1Tw.jpg,267860,tt3300542
